OverallQual,GrLivArea_Log,NbHd_num,GarageCars,ExtQ_num,KiQ_num,BsQ_num,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,MasVnrArea,MSZ_num
5,7.167809184316444,1,2.0,2,2,1,1297.0,1,1954,1990,1,650.0,3
5,6.963189985870238,1,1.0,2,3,1,1057.0,1,1953,2007,0,0.0,3
4,7.049254841255837,1,0.0,2,1,1,0.0,2,1955,1955,0,0.0,3
6,7.188412736496954,1,2.0,2,2,1,1088.0,2,1965,1965,1,101.0,3
5,7.191429330036379,2,1.0,2,2,1,1350.0,1,1959,1959,2,0.0,3
5,6.784457062637643,1,2.0,2,3,2,840.0,1,1983,1983,0,0.0,3
5,6.843749949006225,2,1.0,2,2,2,938.0,1,1975,1980,0,0.0,3
5,7.047517221357296,1,1.0,2,2,1,1150.0,1,1959,1959,0,0.0,3
9,7.468513271496337,3,2.0,4,4,3,1752.0,2,2005,2005,1,412.0,3
7,7.67275789664251,1,2.0,3,3,3,1434.0,1,2003,2003,1,0.0,3
8,7.412160334945205,2,3.0,3,3,2,1656.0,2,2006,2006,0,0.0,3
4,7.280697195384741,1,0.0,2,2,1,736.0,2,1920,2008,0,0.0,2
5,6.86171134048073,1,1.0,2,2,1,955.0,1,1966,1966,0,0.0,3
6,7.293017679772782,2,2.0,2,2,2,794.0,2,1997,1997,0,0.0,3
6,7.069874128458572,1,2.0,2,2,1,816.0,1,1934,1950,1,0.0,2
5,6.704414354964107,1,2.0,1,2,2,816.0,1,1963,1963,0,0.0,2
9,7.518607216815252,2,3.0,3,3,3,1842.0,0,1981,1987,1,0.0,3
5,7.215239978730097,1,2.0,2,2,1,384.0,1,1955,1955,1,0.0,3
6,7.261927092702751,1,2.0,2,2,1,1425.0,2,1964,1964,1,272.0,3
8,7.461065514354283,2,2.0,3,3,2,970.0,2,1999,2000,0,456.0,3
7,7.450079569807499,2,2.0,3,3,2,860.0,2,2004,2004,0,0.0,3
10,7.987864096085687,3,3.0,4,3,3,1410.0,3,2006,2006,1,1031.0,3
5,6.659293919683638,2,1.0,2,2,1,780.0,1,1972,1972,0,0.0,3
6,7.05444965813294,1,2.0,2,3,2,1158.0,1,2004,2004,0,0.0,3
5,7.01301578963963,1,1.0,2,1,1,530.0,1,1920,1996,0,0.0,2
8,7.222566018822171,3,2.0,3,3,2,1370.0,2,2006,2006,1,178.0,3
7,7.444248649496705,1,2.0,2,2,1,576.0,2,1921,1950,0,0.0,2
7,7.617759576608505,2,2.0,2,3,2,1057.0,2,1997,1998,0,573.0,3
8,7.813187267521416,3,3.0,3,3,3,1143.0,2,2004,2005,1,344.0,3
7,7.699389406256737,1,2.0,2,2,2,1947.0,2,1970,1989,1,287.0,3
7,7.2991214627108,2,2.0,3,3,2,1453.0,2,2003,2003,0,167.0,3
4,6.616065185132817,1,1.0,2,2,1,747.0,1,1945,1950,0,0.0,2
7,7.734996194022781,2,2.0,3,2,1,1304.0,2,1953,1953,1,0.0,3
7,7.706612913964197,1,2.0,2,2,2,2223.0,2,1973,1973,2,1115.0,3
4,6.739336627357174,1,2.0,2,2,1,845.0,1,1982,2006,0,0.0,3
7,7.4489161025442,2,2.0,2,2,2,832.0,2,1998,1998,1,40.0,3
5,6.990256500493881,1,2.0,2,2,1,1086.0,1,1954,2003,0,104.0,3
3,7.380879035564116,1,1.0,3,2,1,840.0,2,1915,1950,0,0.0,2
4,6.895682697747868,1,1.0,2,2,2,462.0,1,1973,1973,0,0.0,2
4,6.858565034791365,1,1.0,2,2,1,952.0,1,1956,1956,0,0.0,3
5,7.158513997329321,1,1.0,2,2,1,672.0,1,1948,2001,0,0.0,2
4,7.477604243197589,1,0.0,2,2,1,1768.0,2,1968,1968,0,0.0,3
5,7.114769448366463,1,2.0,2,2,1,440.0,1,1910,1981,0,0.0,2
6,7.669495251007694,1,1.0,2,3,2,896.0,2,1968,1968,1,576.0,3
6,7.198183577101943,1,2.0,2,2,3,1237.0,2,1998,1998,0,443.0,2
8,7.354362330421477,2,3.0,2,3,2,1563.0,2,2007,2007,1,468.0,3
5,6.970730078143525,1,2.0,2,2,1,1065.0,1,1960,1960,0,66.0,3
7,7.295735072749282,2,2.0,2,2,2,384.0,2,1995,1996,1,22.0,3
8,7.790282380703483,3,2.0,3,3,2,1288.0,2,1991,1992,1,284.0,3
6,7.352441100243583,2,2.0,3,3,2,684.0,2,2005,2005,1,0.0,3
6,7.1098794630722715,2,2.0,3,3,2,612.0,2,2009,2009,0,76.0,3
3,7.330405211844402,1,0.0,1,1,1,1013.0,1,1915,1982,0,0.0,1
4,6.897704943128636,2,0.0,2,2,2,990.0,1,1994,1995,0,0.0,3
4,6.946975992135418,1,2.0,2,2,1,0.0,1,1950,1950,0,0.0,3
5,7.118826249062078,1,2.0,2,2,1,1235.0,1,1961,1961,0,203.0,3
5,6.871091294610546,2,2.0,2,2,2,876.0,1,1921,2006,0,0.0,3
6,7.736743682453495,1,2.0,2,2,1,1214.0,2,1910,1998,1,0.0,1
6,7.487733761436444,2,2.0,2,3,2,824.0,2,1997,1997,0,0.0,3
6,7.293017679772782,2,2.0,4,2,2,680.0,2,1993,1993,1,68.0,3
7,7.370230641807081,2,2.0,3,3,2,1588.0,2,1999,1999,0,183.0,3
4,6.866933284461882,1,1.0,2,2,1,960.0,1,1965,1965,0,48.0,3
5,6.727431724850855,1,1.0,2,2,1,458.0,1,1920,1950,0,0.0,3
4,7.110696122978827,1,0.0,2,2,1,950.0,1,1959,1959,0,0.0,3
6,7.383989457978509,2,2.0,2,3,1,1610.0,2,1977,2001,2,28.0,3
6,7.4570320891223805,1,2.0,3,3,2,741.0,2,1985,1985,1,336.0,3
5,7.336285660021297,1,2.0,2,2,1,0.0,2,1979,1979,0,0.0,3
7,7.111512116496157,2,3.0,2,3,2,1226.0,2,2009,2009,0,0.0,3
7,7.505492274737424,1,1.0,2,2,1,1040.0,1,1931,1950,2,600.0,2
8,7.596894438144544,2,2.0,3,3,3,1053.0,2,2003,2004,1,768.0,3
4,6.953684210870537,1,1.0,2,2,1,641.0,1,1885,1995,0,0.0,2
5,6.670766320845874,1,1.0,2,2,1,789.0,1,1948,1950,0,0.0,2
5,7.324489979348532,1,0.0,2,1,1,793.0,2,1919,2005,0,0.0,2
6,7.519692404116539,2,2.0,2,2,2,1844.0,2,1977,1977,1,480.0,3
6,7.5256399750415355,1,1.0,2,2,1,994.0,2,1954,1972,0,0.0,3
7,7.265429723253953,2,2.0,2,2,2,384.0,2,2000,2000,1,0.0,3
7,7.899524472032198,2,3.0,3,4,3,1264.0,2,2007,2007,1,220.0,3
6,7.7226775164680035,2,2.0,2,3,2,1809.0,2,1953,1953,2,184.0,3
6,7.749322464660356,2,1.0,2,3,1,1028.0,2,1945,2002,1,0.0,3
6,7.284820912568604,2,2.0,2,2,2,729.0,2,1999,1999,1,1129.0,3
5,6.9957661563048505,1,1.0,2,2,1,1092.0,1,1962,1962,1,116.0,3
5,7.025538314638521,1,2.0,2,2,2,1125.0,1,2006,2007,0,0.0,3
7,8.07775756373692,1,3.0,2,3,2,1673.0,3,1990,1990,2,0.0,3
6,7.283448228756631,2,2.0,3,3,2,728.0,2,2005,2006,1,0.0,3
6,6.895682697747868,2,2.0,2,2,1,938.0,1,1969,1969,2,0.0,3
4,7.023758954738443,1,1.0,2,2,1,732.0,1,1939,1950,0,0.0,2
6,6.984716320118266,1,1.0,2,2,1,1080.0,1,1958,1958,0,135.0,3
6,7.089243155027514,1,2.0,3,3,2,1199.0,2,1993,1993,0,0.0,3
6,7.368970402194793,2,2.0,2,2,2,1362.0,2,1979,1998,1,0.0,3
6,6.625392368007956,1,0.0,2,2,1,520.0,1,1935,1982,0,0.0,2
6,6.86484777797086,1,2.0,2,2,2,1078.0,2,1976,1976,1,0.0,3
5,6.733401891837359,1,0.0,2,2,1,672.0,1,1930,1950,1,0.0,2
6,7.206377291472252,1,2.0,2,2,1,660.0,1,1966,1966,1,266.0,3
5,6.959398512133975,1,2.0,2,4,1,1008.0,1,1958,1991,0,85.0,3
7,7.676473646389156,1,2.0,2,3,1,924.0,2,1966,1966,2,309.0,3
6,7.627544390488503,2,2.0,3,3,2,992.0,2,2000,2000,1,40.0,3
5,7.190676034332207,1,2.0,2,3,1,1063.0,1,1959,2002,0,0.0,3
8,7.16703787691222,2,2.0,3,3,3,1267.0,2,2001,2002,0,136.0,3
5,7.450660796211539,1,2.0,2,2,1,1461.0,2,1968,1993,1,0.0,3
7,7.427738840532894,2,2.0,2,2,1,1304.0,2,1970,1970,1,288.0,3
5,7.101675971619444,1,1.0,2,2,1,1214.0,2,1967,1967,1,196.0,3
7,7.580189417944541,1,3.0,2,2,1,1907.0,3,1988,1989,0,70.0,3
8,7.524021415206125,2,3.0,3,3,2,1004.0,2,1999,2000,2,320.0,3
6,7.475339236566737,2,2.0,2,3,2,928.0,2,1997,1997,0,0.0,3
4,6.761572768804055,1,0.0,2,2,1,864.0,1,1971,1971,1,0.0,3
7,7.458186157340487,2,2.0,3,3,2,1734.0,2,2005,2005,0,0.0,3
5,7.233455418621439,1,2.0,2,2,1,910.0,2,1952,1952,0,0.0,3
7,7.313886831633462,2,2.0,3,3,2,1490.0,2,1999,1999,0,183.0,3
5,7.454719949364001,1,2.0,2,2,1,1728.0,2,1963,1963,0,336.0,2
6,7.443663683115591,1,2.0,3,3,2,970.0,2,2004,2006,0,50.0,2
5,6.774223886357614,1,1.0,2,2,1,715.0,1,1931,1993,0,0.0,2
7,7.618251097876695,2,2.0,3,3,2,884.0,2,2001,2001,1,180.0,3
7,6.984716320118266,1,0.0,2,3,2,1080.0,1,2004,2005,0,120.0,3
5,7.203405521083095,1,1.0,2,2,2,896.0,1,1936,1950,0,0.0,2
5,6.876264611890766,2,2.0,2,2,1,969.0,1,1975,1975,0,0.0,3
8,7.444248649496705,3,3.0,3,3,3,1710.0,2,2007,2008,1,436.0,3
6,7.597396320212795,2,2.0,2,2,1,825.0,2,1971,1971,1,252.0,3
6,7.132497551660044,2,2.0,2,2,2,1602.0,1,1960,1975,1,0.0,3
6,7.090076835776092,1,1.0,2,2,1,1200.0,1,1923,1950,0,0.0,2
6,6.999422467507961,1,0.0,2,2,1,572.0,1,1924,1950,0,0.0,3
5,6.946975992135418,1,2.0,2,2,1,0.0,1,1950,1950,0,0.0,3
8,7.584773077612199,2,3.0,3,4,3,774.0,2,2009,2010,1,84.0,3
7,7.5740450053721995,2,2.0,3,3,2,991.0,2,2004,2005,1,0.0,3
7,7.808729306744399,2,2.0,3,3,2,1392.0,2,2005,2006,1,456.0,3
6,7.116394144093465,2,2.0,2,2,2,1232.0,2,1984,1984,0,0.0,3
9,7.889084407035514,3,3.0,3,4,3,1572.0,2,2003,2004,2,664.0,3
7,7.340186835320115,3,2.0,3,3,2,1541.0,2,2005,2005,1,226.0,3
4,6.782192056006791,1,0.0,2,2,1,882.0,1,1956,1956,0,0.0,3
6,7.38770923908104,1,1.0,2,3,1,1149.0,2,1926,2004,0,0.0,2
5,7.2115567333138015,1,0.0,2,2,1,644.0,2,1940,1999,0,0.0,3
5,7.532088143541722,2,1.0,3,2,1,1617.0,1,1955,1993,3,0.0,3
8,7.6783263565068856,3,3.0,3,4,3,1582.0,1,2007,2007,1,300.0,3
7,7.450079569807499,2,2.0,3,3,2,840.0,2,2004,2004,1,0.0,3
8,7.442492722794441,2,2.0,3,2,2,1686.0,2,1981,1981,1,653.0,3
5,7.231287004327616,1,2.0,2,2,1,720.0,1,1941,1950,0,0.0,2
6,7.412160334945205,1,2.0,2,2,1,1080.0,1,1960,1960,2,112.0,3
7,7.4770384723196965,3,2.0,3,3,2,1064.0,2,1987,1987,1,0.0,3
6,7.216709486709457,1,2.0,2,2,1,1362.0,1,1961,1961,1,491.0,3
6,7.409136443920128,2,2.0,2,2,2,1606.0,2,1986,1986,1,132.0,3
6,7.67693714581808,1,2.0,2,3,1,1202.0,2,1950,2001,1,0.0,3
6,7.630461261783627,2,2.0,3,2,2,1151.0,2,1988,1989,1,268.0,3
5,7.560080465021827,1,2.0,3,3,1,1052.0,2,1958,1958,1,0.0,3
9,7.711548979629146,3,3.0,4,4,3,2216.0,2,2008,2009,1,748.0,3
5,6.875232087276577,1,2.0,3,2,1,968.0,1,1923,2006,0,0.0,2
6,7.329749689041512,2,2.0,3,3,2,756.0,2,2000,2000,1,456.0,3
7,7.496652438168283,2,1.0,2,2,1,793.0,1,1920,1950,1,0.0,3
5,7.200424892944957,1,1.0,2,2,1,0.0,1,1957,2006,1,98.0,3
7,7.641084249174914,1,2.0,2,3,2,1362.0,2,2003,2003,0,0.0,2
5,7.132497551660044,1,2.0,2,2,1,504.0,1,1908,1991,0,0.0,3
10,8.190908881182514,1,3.0,3,4,1,1107.0,2,1892,1993,2,0.0,2
7,7.104144092987527,1,2.0,2,3,2,1188.0,2,1990,1991,0,0.0,3
5,7.412160334945205,1,1.0,2,2,1,660.0,2,1916,1987,0,0.0,3
5,7.1098794630722715,1,2.0,2,2,2,1086.0,0,1979,1979,2,275.0,3
8,7.373374309910049,3,2.0,3,4,3,1593.0,1,2001,2002,1,0.0,3
8,7.910957382845589,2,2.0,3,3,2,853.0,2,1932,1994,2,0.0,3
7,7.2991214627108,1,2.0,2,3,1,725.0,1,1972,2004,0,138.0,3
7,7.266128779556451,2,2.0,3,3,2,1431.0,2,1999,1999,0,0.0,3
7,7.443663683115591,1,2.0,3,3,2,970.0,2,2004,2004,0,50.0,2
5,6.761572768804055,2,1.0,2,2,1,864.0,1,1972,1972,0,0.0,3
6,7.283448228756631,1,2.0,2,2,2,855.0,2,1976,1976,1,0.0,3
7,7.453561871643373,2,3.0,4,4,3,1726.0,2,2007,2007,1,205.0,3
8,8.043020885298283,1,2.0,3,3,1,1360.0,2,1918,1990,1,0.0,3
6,7.709308333385869,1,0.0,2,2,1,755.0,1,1912,1950,0,0.0,2
8,7.44600149832412,3,3.0,3,4,3,1713.0,2,2004,2005,1,262.0,3
4,7.02197642307216,1,2.0,2,2,2,1121.0,2,2003,2004,0,0.0,2
6,7.153833801578843,1,2.0,2,2,1,1196.0,2,1977,1977,2,0.0,3
6,7.177782416195197,1,1.0,2,2,1,617.0,2,1924,1950,0,0.0,3
6,6.742880635791903,2,2.0,3,3,2,848.0,1,2004,2004,1,205.0,2
5,7.157735484249907,1,1.0,2,2,1,720.0,1,1947,1950,0,0.0,2
7,7.273786317844895,2,2.0,2,2,2,1424.0,2,1990,1990,0,0.0,3
5,7.4360278163518485,1,1.0,2,2,1,1140.0,1,1962,1962,1,0.0,3
4,7.003065458786462,1,1.0,2,2,1,1100.0,1,1960,1960,1,0.0,3
7,7.631431664576906,1,2.0,3,2,2,1157.0,2,1988,1989,1,128.0,3
6,6.9957661563048505,1,2.0,2,2,2,1092.0,1,1964,1964,0,260.0,3
5,6.761572768804055,1,0.0,2,2,1,864.0,1,1925,1950,0,0.0,3
6,7.10002716662926,1,2.0,2,3,2,1212.0,2,2009,2009,0,0.0,3
7,7.524021415206125,2,2.0,2,3,2,900.0,2,2009,2009,1,0.0,3
5,6.897704943128636,2,2.0,2,2,2,990.0,1,1995,1995,0,0.0,3
6,7.238496840894365,2,1.0,2,2,2,689.0,1,1977,1977,0,153.0,3
5,7.119635638017636,1,1.0,2,3,1,1070.0,1,1957,1996,1,64.0,3
7,7.269616749608169,2,2.0,3,3,2,1436.0,2,2004,2004,0,266.0,3
4,7.191429330036379,1,1.0,2,2,1,686.0,1,1925,1950,0,0.0,2
7,7.577633832602728,2,2.0,3,3,1,798.0,1,1939,2006,2,312.0,3
7,7.129297548929373,2,2.0,3,3,2,1248.0,2,2005,2006,0,16.0,3
7,7.311886164077165,2,2.0,3,3,2,1498.0,2,2006,2006,0,0.0,3
6,7.726212650507529,2,2.0,3,3,2,1010.0,2,2002,2002,1,0.0,3
6,7.347299700743164,2,2.0,2,2,2,713.0,2,1975,1975,1,0.0,3
4,6.761572768804055,1,2.0,2,2,1,864.0,1,1971,1971,0,0.0,3
10,7.779885115070522,3,3.0,4,4,3,2392.0,2,2003,2003,1,922.0,3
5,7.171656822768514,1,1.0,2,2,1,630.0,2,1971,1971,0,142.0,2
7,7.832014180505469,3,3.0,3,3,2,1203.0,2,1995,1995,1,290.0,3
6,6.894670039433482,1,1.0,2,2,1,483.0,1,1970,1970,0,127.0,2
5,6.815639990074331,1,1.0,2,2,1,912.0,1,1967,1967,1,0.0,3
7,7.349230824613334,2,2.0,3,3,2,1373.0,2,2005,2006,1,16.0,3
6,7.085064293952548,1,1.0,2,2,1,1194.0,1,1959,1959,0,220.0,3
8,7.935229539816907,3,3.0,3,4,2,1462.0,2,1995,1996,1,506.0,3
6,6.894670039433482,1,1.0,2,2,1,483.0,1,1972,1972,1,297.0,2
5,6.795705775173514,2,1.0,2,2,1,894.0,1,1976,1976,0,0.0,3
6,7.580699752224563,2,2.0,3,3,2,860.0,2,2002,2002,2,103.68526170798899,3
6,6.894670039433482,1,1.0,2,2,1,483.0,1,1971,1971,0,604.0,2
7,7.254177846456518,2,2.0,3,3,2,1414.0,2,2004,2004,0,98.0,3
7,7.463936604468925,1,2.0,3,3,2,996.0,2,1993,2003,0,0.0,3
8,7.434847875211999,3,3.0,4,3,3,1694.0,2,2007,2007,0,254.0,3
6,7.304515946460155,1,1.0,2,2,1,735.0,1,1945,1950,1,0.0,3
8,7.356279876550748,2,2.0,3,3,2,1566.0,2,2008,2008,0,36.0,3
5,6.763884908562435,1,0.0,2,3,1,686.0,1,1945,1997,0,0.0,2
5,7.272398392570047,1,1.0,2,2,1,540.0,1,1900,1950,0,0.0,2
6,7.104144092987527,1,1.0,2,2,2,626.0,1,1980,1980,1,0.0,3
7,7.6544432264701125,1,2.0,3,3,2,948.0,2,1994,2002,2,0.0,3
7,7.534762657037537,2,2.0,2,2,2,1845.0,2,1988,1988,1,102.0,3
6,7.564238475170491,1,1.0,2,1,1,1020.0,2,1910,1950,0,0.0,2
6,7.226209010100671,1,2.0,2,2,1,1367.0,1,1954,1954,1,0.0,3
7,7.419380582918692,2,2.0,3,3,2,840.0,2,2003,2003,0,101.0,3
6,7.670428522190693,2,2.0,3,3,2,1444.0,2,1958,2006,2,472.0,3
3,7.174724309836376,1,0.0,2,1,1,728.0,1,1940,1966,0,0.0,3
8,7.393263094763838,2,2.0,3,3,2,1573.0,2,2006,2007,1,481.0,2
6,7.402451520818244,1,2.0,3,3,2,798.0,2,2004,2004,0,0.0,3
6,7.171656822768514,1,1.0,2,3,2,1302.0,2,1964,1991,0,108.0,3
5,7.1808311990445555,1,1.0,2,2,1,1314.0,1,1957,1957,0,0.0,3
7,7.736743682453495,2,2.0,3,3,2,975.0,2,1999,1999,1,302.0,3
6,7.454719949364001,2,2.0,3,3,2,864.0,2,2003,2003,0,0.0,3
7,7.38025578842646,2,2.0,3,3,2,1604.0,2,2006,2006,1,180.0,3
7,7.491087593534876,2,2.0,3,3,2,963.0,2,2001,2001,1,172.0,3
5,6.782192056006791,1,1.0,2,2,1,0.0,1,1956,1956,0,0.0,2
6,7.231287004327616,1,2.0,2,2,1,1362.0,1,1962,1962,1,399.0,3
8,7.853216388156072,2,3.0,3,4,3,1482.0,2,2007,2007,1,270.0,3
6,7.10002716662926,1,2.0,2,2,2,506.0,1,1977,1995,1,46.0,3
5,7.182352111885263,1,2.0,2,2,1,926.0,1,1929,2001,0,0.0,2
5,6.638567789166521,1,2.0,2,2,1,680.0,1,1925,2004,0,0.0,2
6,7.259819610363186,2,2.0,2,3,2,1422.0,2,1981,1981,1,210.0,3
6,7.32052696227274,2,2.0,2,2,2,802.0,2,1997,1997,1,0.0,3
5,7.692569648067906,1,1.0,2,3,1,720.0,2,1939,1997,1,0.0,3
5,6.656726524178391,1,1.0,2,2,1,740.0,1,1940,1955,1,0.0,2
6,7.014814351275545,1,1.0,2,2,1,1143.0,1,1976,1976,1,174.0,3
8,7.569927655242652,2,3.0,3,3,2,1095.0,2,2006,2006,1,0.0,3
7,7.217443431696533,2,2.0,2,2,2,1385.0,1,1954,2005,2,0.0,3
8,7.727535110475448,3,3.0,3,3,2,1152.0,2,1999,2007,1,348.0,3
6,7.397561535524052,1,1.0,2,2,1,1240.0,2,1958,1988,1,183.0,3
5,6.704414354964107,1,1.0,2,2,1,816.0,1,1982,1982,0,0.0,3
7,7.344719054149673,1,2.0,3,4,1,952.0,2,1925,2007,0,0.0,3
7,7.352441100243583,1,2.0,3,3,3,1560.0,2,2003,2003,0,0.0,3
4,6.761572768804055,2,2.0,2,2,1,864.0,1,1951,1951,0,0.0,3
9,7.659642954564682,3,3.0,4,4,3,2121.0,2,2006,2007,1,315.0,3
7,7.611842399580417,2,2.0,2,2,2,1160.0,2,1977,1977,1,299.0,3
7,7.591861714889934,1,2.0,3,3,2,807.0,2,1989,1989,1,340.0,3
6,7.140453043101158,2,2.0,3,3,2,1262.0,2,2006,2006,0,68.0,3
7,7.1808311990445555,3,2.0,3,3,2,1314.0,2,2007,2008,1,166.0,3
8,7.291656209174461,2,3.0,3,3,2,1468.0,2,2008,2009,1,72.0,3
6,7.362010551259734,1,2.0,3,3,2,1575.0,2,1992,1992,0,0.0,3
7,7.1308988302963465,2,2.0,3,3,2,625.0,2,2006,2007,0,0.0,3
6,7.458186157340487,1,2.0,2,3,1,912.0,1,1962,1981,1,0.0,3
4,6.754604099487962,1,0.0,2,2,1,858.0,1,1971,1971,0,0.0,3
5,6.802394763324311,1,1.0,2,2,1,882.0,1,1967,1967,0,31.0,3
6,7.241366283322318,1,1.0,2,2,1,698.0,1,1915,2003,0,0.0,3
8,7.5595594960077,2,2.0,3,3,2,1079.0,2,2006,2006,1,0.0,3
5,7.447751280047908,1,0.0,2,1,1,780.0,2,1912,2000,0,0.0,3
5,7.447751280047908,1,1.0,2,2,1,768.0,1,1949,2008,1,0.0,3
7,7.724446645633537,2,2.0,2,3,1,795.0,2,1977,1994,1,34.0,3
6,7.404887575616125,1,2.0,2,2,1,1416.0,1,1953,1953,2,238.0,3
6,6.910750787961936,1,2.0,2,2,1,1003.0,1,1984,1984,0,0.0,3
5,7.351158226430694,1,1.0,2,2,1,910.0,1,1950,1950,0,0.0,2
7,7.575584651557793,2,2.0,3,3,2,975.0,2,1997,1998,1,1600.0,3
6,7.463363045520021,2,2.0,3,2,1,702.0,1,1968,1968,1,365.0,3
6,7.049254841255837,2,1.0,2,3,1,1092.0,1,1950,2004,1,0.0,3
5,7.197435354096591,2,1.0,2,2,1,1165.0,1,1953,1953,2,56.0,3
8,7.804659297056102,2,2.0,3,3,2,1028.0,2,1998,1999,1,0.0,3
7,7.340186835320115,2,3.0,3,3,2,1541.0,2,2001,2002,1,150.0,3
5,6.795705775173514,2,2.0,2,2,1,894.0,1,1972,1972,0,0.0,3
7,8.158516244806831,1,3.0,2,3,1,1470.0,3,1880,2002,1,0.0,2
8,7.600902459542082,2,3.0,3,3,2,2000.0,2,2004,2005,0,246.0,3
7,7.715569534520208,1,3.0,3,3,2,700.0,2,1990,1991,1,246.0,3
6,7.2485040723706105,1,0.0,2,1,1,319.0,1,1920,1950,0,0.0,2
4,6.7580945044277305,1,2.0,2,2,1,861.0,1,1940,1950,0,0.0,3
9,7.572502985020384,3,3.0,3,4,3,1896.0,2,2003,2004,3,0.0,3
6,7.313886831633462,2,2.0,2,3,2,697.0,2,1993,1994,1,112.0,3
6,6.879355804460439,1,1.0,2,2,1,972.0,1,1948,2002,1,0.0,3
5,7.0192966537150445,1,2.0,2,2,2,793.0,1,1939,1950,1,0.0,2
7,7.618742377670413,2,2.0,2,2,2,2136.0,2,1965,1965,2,0.0,3
7,7.403061091090091,1,2.0,2,4,1,728.0,1,1925,1990,1,0.0,2
7,7.266827347520591,2,2.0,3,3,2,716.0,2,2004,2005,1,0.0,3
7,7.763446388727362,2,2.0,3,4,2,845.0,2,1980,1980,1,278.0,3
8,7.580189417944541,2,3.0,3,3,2,1088.0,2,2006,2006,1,0.0,3
7,7.880804344674901,3,3.0,3,3,2,1347.0,2,1993,1993,1,256.0,3
7,7.294377299288821,2,2.0,2,2,2,1372.0,2,1980,1980,2,225.0,3
9,7.86172707782398,3,3.0,2,3,3,1249.0,3,2006,2006,0,370.0,3
8,7.811163385025279,3,3.0,3,3,3,1136.0,2,2004,2004,1,388.0,3
7,7.912056888179006,1,2.0,3,3,1,1502.0,2,1986,1987,1,172.0,3
